feature,importance,task,model
mend_melting_point,0.2388001085137312,hardness_regression,RF
mend_ionization_energy,0.1144883754615639,hardness_regression,RF
formula_weighted_mass,0.09109802424366369,hardness_regression,RF
mend_covalent_radius,0.07303074720126904,hardness_regression,RF
mend_dipole_polarizability,0.0580772812245767,hardness_regression,RF
mend_electronegativity,0.05794540025410411,hardness_regression,RF
formula_weighted_en,0.046524957751017115,hardness_regression,RF
total_atom_count,0.043799602913959144,hardness_regression,RF
mend_atomic_mass,0.03474456941690865,hardness_regression,RF
rdkit_exact_mw,0.029928342375108018,hardness_regression,RF
rdkit_valence_electrons,0.019856623208648512,hardness_regression,RF
total_unique_elements,0.017167535372072558,hardness_regression,RF
rdkit_heavy_atoms,0.0157066658202478,hardness_regression,RF
x1_{001},0.010500843288098883,hardness_regression,RF
x3_Construction,0.010451335025758235,hardness_regression,RF
x3_Electronics,0.009575154273906114,hardness_regression,RF
x1_Unknown,0.0063970067137813745,hardness_regression,RF
x0_Monoclinic,0.006043274693136376,hardness_regression,RF
x3_Energy,0.004870559836106885,hardness_regression,RF
x0_Tetragonal,0.004663912216032779,hardness_regression,RF
"x2_Transparent,Translucent",0.004489888878757003,hardness_regression,RF
x2_Translucent,0.004424294829644432,hardness_regression,RF
x0_Triclinic,0.004391687203152122,hardness_regression,RF
x0_Orthorhombic,0.004349085829125861,hardness_regression,RF
x1_on {001},0.003526100013310408,hardness_regression,RF
x2_Transparent,0.0033977873675317674,hardness_regression,RF
x0_Trigonal,0.00328167289699487,hardness_regression,RF
x0_Cubic,0.0032152644463671895,hardness_regression,RF
x0_Hexagonal,0.003138141407382038,hardness_regression,RF
x2_Opaque,0.003075891019993678,hardness_regression,RF
x3_Other,0.0029092725884303765,hardness_regression,RF
"x1_Good on {001}, may be parting",0.0026487495139375034,hardness_regression,RF
x2_Unknown,0.0025535260659882,hardness_regression,RF
x0_Unknown,0.002451477208440979,hardness_regression,RF
x3_Chemical,0.0020447786637119492,hardness_regression,RF
x1_(001),0.0018112824149142156,hardness_regression,RF
"x2_Translucent,Opaque",0.0015287385123414331,hardness_regression,RF
"x2_Transparent,Translucent,Opaque",0.0011457126106116334,hardness_regression,RF
x1_Good on {010},0.0010862305720456408,hardness_regression,RF
x1_basal cleavage {0001},0.0010606267196297417,hardness_regression,RF
x1_{100},0.0009191201122977705,hardness_regression,RF
x1_{110},0.0008528168840524187,hardness_regression,RF
"x1_One direction, good",0.0007931747702817075,hardness_regression,RF
x1_on (001),0.0007847699170627714,hardness_regression,RF
x1_(not reported),0.0007785874344437143,hardness_regression,RF
x1_{001} perfect; {100} and {010} poor.,0.0007758832817160227,hardness_regression,RF
x1_{0001},0.0007520713285738204,hardness_regression,RF
"x1_Micaceous (perfect) on {001}; on <mi>{_401}</mi> and {010}, distinct.",0.0006883903178563367,hardness_regression,RF
x1_On {0001}; also indistinct cleavage (or parting ?) parallel to a rhombohedron.,0.0006788860693066534,hardness_regression,RF
x1_{010} perfect; {110} distinct; {100} in traces,0.0006607041586039925,hardness_regression,RF
x1_Presence of two cleavages,0.0006417714119776809,hardness_regression,RF
x1_good on {110},0.0006349451774828308,hardness_regression,RF
x1_Perfect on {001}; distinct on {011},0.0005738044611452415,hardness_regression,RF
x1_Good on {100}.,0.0005535744676202487,hardness_regression,RF
x1_on {100},0.000542848073336017,hardness_regression,RF
x1_Perfect {101} and {010} cleavages and a poor {021} cleavage.,0.0005384560521347119,hardness_regression,RF
x1_Perfect on {001}.,0.00053647483011825,hardness_regression,RF
"x1_{100} imperfect, {110} indistinct.",0.0005332805141017828,hardness_regression,RF
"x1_{100}, good.",0.0004995404358659321,hardness_regression,RF
x1_on (0001),0.0004980831875565764,hardness_regression,RF
"x1_Perfect on {010}. Imperfect on {110}, {001}.",0.0004579220431358309,hardness_regression,RF
"x1_Perfect on {100}, good on {110}, distinct on {011}, and on {001}, imperfect. (Frequently fine-grained)",0.00045060302634482074,hardness_regression,RF
x1_on {100} {010} {001},0.0004458368103970477,hardness_regression,RF
x1_(100),0.000421705573485448,hardness_regression,RF
x1_{010},0.0004098921076636827,hardness_regression,RF
x1_[001] Perfect,0.0003993441874992544,hardness_regression,RF
x1_On {010}; on {100} good.,0.00039552748019437364,hardness_regression,RF
x1_{111},0.00039393856816080755,hardness_regression,RF
"x1_{100}, probable.",0.00039097582786756145,hardness_regression,RF
x1_Rhombohedral <mi>{10_11}</mi>,0.00037162798488207246,hardness_regression,RF
x1_Distinct,0.0003709884521077001,hardness_regression,RF
x1_On {0001},0.00036743043845690297,hardness_regression,RF
"x1_{010} perfect, {100} fair; the two making an angle of 73.5 deg.",0.0003630569452335263,hardness_regression,RF
x1_Distinct on {010},0.0003573868709836974,hardness_regression,RF
x0_Amorphous,0.0003528647552120824,hardness_regression,RF
x1_on {0001},0.00035168979393301674,hardness_regression,RF
"x1_Two directions at approximate right angles. One good {001) and one fair perpendicular to {001}.

Sturman et al. (1981) write that they could find only one poor cleavage parallel to {001}.  However, the mineral breaks along the composition planes of the",0.00034304385363675315,hardness_regression,RF
x1_perfect on {001},0.0003370824068622649,hardness_regression,RF
"x1_Distinct on {001}{111}, traces on {011}",0.0003358830337556622,hardness_regression,RF
x1_Indistinct in one direction,0.0003257155995434746,hardness_regression,RF
"x1_On {001}, perfect.",0.0003118014480491104,hardness_regression,RF
x1_{110} and {001},0.0003088373852307145,hardness_regression,RF
x1_{10-10},0.00030632780990692376,hardness_regression,RF
"x1_Perfect on {001}
Distinct on {100}, {010} and {110}",0.0003036891253477838,hardness_regression,RF
"x1_On {0001}, distinct.",0.00029726855307158544,hardness_regression,RF
"x1_Very good on {001}, poor on {100}; very poor on {110}.",0.0002969233669198553,hardness_regression,RF
x1_on {010},0.0002878591733312913,hardness_regression,RF
"x1_{011}, {010}, and {100}.",0.00026773990116368997,hardness_regression,RF
x1_Nuttall (1822b) and Seybert (1822a) do not agree on the presence of cleavage. Nuttall indicates the presence of a lamellar and a splintery texture while Seybert (1822a)says there are two cleavages.,0.0002664599020627742,hardness_regression,RF
x1_{001}; also good on {110} and <mi>{_110}</mi>,0.0002651605320241076,hardness_regression,RF
x1_good on {001},0.00026042883738068757,hardness_regression,RF
"x1_Distinct on <mi>{_101}</mi> and {010}, indistinct on {100}.",0.00025924109688821306,hardness_regression,RF
x1_on {110},0.0002506658071382991,hardness_regression,RF
x1_Perfect {001},0.0002493592388502262,hardness_regression,RF
x1_Perfect on {0001},0.0002474098393776775,hardness_regression,RF
"x1_Three good on (001), (010), (100).",0.0002469786039661302,hardness_regression,RF
"x2_Transparent,Opaque",0.00024571081895110913,hardness_regression,RF
"x1_{010}, good; on {101}, probable, very poor.",0.00023327707655065606,hardness_regression,RF
"x1_{010}, {001}, and {011}, probable, equally good.",0.00023198294679123324,hardness_regression,RF
"x1_Two cleavages are known, but without reported miller indices.",0.00022911745966796394,hardness_regression,RF
x1_Cleavage may exist by analogy with other members of the group,0.00022889698942298056,hardness_regression,RF
"x1_{001} ""very perfect"" plus two other perfect cleavages",0.00022777977223308136,hardness_regression,RF
x1_Fair {001},0.00021743181858232267,hardness_regression,RF
x1_Perfect on {001},0.00021501966175383947,hardness_regression,RF
"x1_On {100} perfect; {110} good; <mi>{0_11}</mi>, distinct; {001}, imperfect.",0.00021394188155499425,hardness_regression,RF
"x1_{010}, poor",0.00021287914121807772,hardness_regression,RF
"x1_On {010}, perfect; on {100}, poor.",0.00020787195003842235,hardness_regression,RF
"x1_[010] perfect, [100] distinct, [001] distinct",0.00020532103247994078,hardness_regression,RF
"x1_Perfect on {100}, good on {110}, distinct on <mi>{0_11}</mi>, and on {001}, imperfect.",0.0002048676626291888,hardness_regression,RF
"x1_Not reported, but should have perfect {010} cleavage.",0.00020460444099950386,hardness_regression,RF
x1_One perfect,0.0002009396715846402,hardness_regression,RF
"x1_{001}, perfect",0.0001932090424208315,hardness_regression,RF
"x1_{001}, also {010} good",0.00019233863182454116,hardness_regression,RF
"x1_{001} perfect, {100} and {010} very good.",0.00019190923037808868,hardness_regression,RF
x1_on {111},0.0001916487449637892,hardness_regression,RF
x1_Probably has a good cleavage similar to other minerals in its group.,0.00018853742832291824,hardness_regression,RF
x1_In one direction,0.0001851453909260914,hardness_regression,RF
"x1_On {010}, distinct.",0.00018206037101435498,hardness_regression,RF
"x1_Perfect on {101}
imperfect on {100}",0.00017752067092898202,hardness_regression,RF
x1_Parallel to {100},0.000177274161917251,hardness_regression,RF
"x1_Good on {110}
Indistinct on {101}",0.00017644320919614088,hardness_regression,RF
"x1_Perfect on {001}
imperfect {010}",0.0001660181247966495,hardness_regression,RF
x1_Indistinct on {112} {011} and {001}.,0.00016483613102696927,hardness_regression,RF
x1_Distinct {001},0.000162973640819743,hardness_regression,RF
"x1_perfect on {001} and {110}, and good on {100}",0.00016139809259738786,hardness_regression,RF
x1_Two poor cleavages intersecting at ~90 degrees.,0.00016084008042395342,hardness_regression,RF
"x1_One direction, perfect, pinacoidal.",0.00016059309160325243,hardness_regression,RF
x1_On {001},0.00015253664725873862,hardness_regression,RF
x1_Micaceous on {001},0.00015015054763857353,hardness_regression,RF
"x1_{001}, {010}",0.00014774899898286123,hardness_regression,RF
x1_Distinct on {001}{111} in traces on {011},0.00014484252904957727,hardness_regression,RF
"x1_Perfect on {001}
Poor on {100}",0.0001379121772766574,hardness_regression,RF
x1_Imperfect od {001},0.0001364634651696821,hardness_regression,RF
x1_{0001} perfect,0.00013444462478107833,hardness_regression,RF
x1_Distinct on {0001},0.00013200774951597504,hardness_regression,RF
"x1_Probably has a perfect cleavage as in other members of the group, but not observed because of small grain size.",0.00012894440616496798,hardness_regression,RF
"x1_On {010}, imperfect.",0.00012869149926675463,hardness_regression,RF
"x1_Distinct on {110}, imperfect on {010}, poor on (001)",0.00012698440940484007,hardness_regression,RF
x1_on (001) (micalike),0.00012436183818499252,hardness_regression,RF
"x1_perfect on {010}
distinct {100} and {001}",0.00012414361599327004,hardness_regression,RF
x1_On {0001}.,0.00012244566737344462,hardness_regression,RF
x1_{001} good,0.00012242913837419214,hardness_regression,RF
x1_On {100} good.,0.00012110538531842472,hardness_regression,RF
"x1_Imperfect on {201}, traces on {001}{100}",0.00011757368089267362,hardness_regression,RF
x1_Fair to poor on {100},0.00011570273348208297,hardness_regression,RF
x1_On {110},0.00011511562731187894,hardness_regression,RF
x1_{100} {010} good,0.00011507537327262549,hardness_regression,RF
"x1_On {010}, perfect.",0.00011448353090275558,hardness_regression,RF
x1_Perfect on {110},0.00011251144351609991,hardness_regression,RF
"x1_{01`0} perfect, poor on {100}, {201}, {<mi>2</mi>01}",0.0001124861540834275,hardness_regression,RF
x1_On one direction.,0.00010999262950162601,hardness_regression,RF
x1_One poor direction.,0.00010897939859969992,hardness_regression,RF
x1_(010),0.00010690370599240564,hardness_regression,RF
x1_<mi>{0001}</mi>,0.00010570777562822042,hardness_regression,RF
"x1_Three cleavages: <mi>{10_1}</mi> very easy, {010} good, {100} fair",0.00010493158297940856,hardness_regression,RF
"x1_On {010}, distinct, on {100} and {001}, poor.",0.00010322840341789983,hardness_regression,RF
x1_on <mi>{10_10}</mi>,0.00010196650843148678,hardness_regression,RF
"x1_On {201}, imperfect; on {001} and {100} in traces.",0.00010111129521963998,hardness_regression,RF
"x1_On {100}, distinct; on {010}, difficult; also on {110}, {101}, and {011}, indistinct as observed at times.",9.974984491179352e-05,hardness_regression,RF
"x1_Perfect on {110}, with intersections of ~56° and ~124°.",9.83311295675922e-05,hardness_regression,RF
"x1_Perfect on {010} and {001} intersecting at 90°, with a third poor cleavage at a high angle to the other two.",9.757499159191457e-05,hardness_regression,RF
x1_On {010},9.726626560182931e-05,hardness_regression,RF
x1_Two directions at an angle of 110°52'.,9.631376220051262e-05,hardness_regression,RF
"x1_{001} perfect, {010} good, and {110} distinct",9.4940148919209e-05,hardness_regression,RF
x1_{010} and {001},9.389591159663028e-05,hardness_regression,RF
x1_one perfect cleavage,9.326842243234247e-05,hardness_regression,RF
x1_Perfect on {100},9.214434528966848e-05,hardness_regression,RF
"x1_Perfect, prismatic?",9.158195782176838e-05,hardness_regression,RF
x1_Indistinct on {110}{111},9.143555778991633e-05,hardness_regression,RF
x1_Indistinct on {001},9.083650362512245e-05,hardness_regression,RF
"x1_(100), less perfect on (011), (010) imperfect",9.078202741614386e-05,hardness_regression,RF
"x1_Chrysotiles are minerals which have grown in cylindrical ""rolls"" of serpentine sheets.",8.979429512791779e-05,hardness_regression,RF
x1_On {111}.,8.964889358597546e-05,hardness_regression,RF
x1_{010} and {101} fair,8.827767195588222e-05,hardness_regression,RF
x1_{001} perfect and {100} medium,8.801004702889263e-05,hardness_regression,RF
"x1_Good on {001}, poor on {110}",8.450861905939625e-05,hardness_regression,RF
x1_On {010}.,8.417929218136995e-05,hardness_regression,RF
"x1_On {010}, perfect; on {001}, good.",8.412340214380806e-05,hardness_regression,RF
x1_Indistinct on {001}.,8.26210817467033e-05,hardness_regression,RF
"x1_Mandarino and Witt (1983) report a good {010} cleavage, unlike other descriptions.",8.257164971403746e-05,hardness_regression,RF
x1_none,8.058932059460433e-05,hardness_regression,RF
x1_Poor on {100},8.057353408177336e-05,hardness_regression,RF
"x1_{001}, good",8.031968527247166e-05,hardness_regression,RF
"x1_On {110}, distinct.",7.916507556343103e-05,hardness_regression,RF
x1_On <mi>{10_1}</mi>.,7.903173305044001e-05,hardness_regression,RF
"x1_on {100}, {110}",7.851666365289192e-05,hardness_regression,RF
x1_On {001}.,7.84516829084663e-05,hardness_regression,RF
"x1_Perfect on {010}
Good on {100}",7.791390857757042e-05,hardness_regression,RF
"x1_Perfect on {010}, excellent on {101}.",7.688226768841119e-05,hardness_regression,RF
x1_Parallel to (100),7.517242687634577e-05,hardness_regression,RF
"x1_on {001}, good on {100}",7.51233724743679e-05,hardness_regression,RF
"x1_perfect on {100}, {010}, imperfect on {001}",7.474475216256227e-05,hardness_regression,RF
x1_{100} and {010},7.28834320139496e-05,hardness_regression,RF
x1_On {001} and {110}.,7.283160394992324e-05,hardness_regression,RF
x1_Perfect normal to the plane 12° from Z. Also an imperfect cleavage.,7.270813866346607e-05,hardness_regression,RF
x1_Parallel to c.,7.222739547312912e-05,hardness_regression,RF
"x1_{001}, perfect; on {100}, fair",7.210131258630248e-05,hardness_regression,RF
"x1_None certain, but at least a poor cleavage is probably on {001}",7.208972833803454e-05,hardness_regression,RF
x1_{010} good; {101} poor,7.198848513383334e-05,hardness_regression,RF
x1_Poor on {010},7.130467177225987e-05,hardness_regression,RF
"x1_On {100}, perfect; on {010}, poor.",7.110010947072882e-05,hardness_regression,RF
"x1_Perfect on {100}, imperfect on {010}.",7.086756510316212e-05,hardness_regression,RF
x1_Good on {100},7.060685401994962e-05,hardness_regression,RF
"x1_Nearly perfect on {010}
poor on {001}",6.947340217407076e-05,hardness_regression,RF
x1_On {001} distinct; on {010} imperfect; on {110} in traces.,6.913744297125828e-05,hardness_regression,RF
"x1_{100}, ""a second good cleavage"" also noted",6.751437485189471e-05,hardness_regression,RF
"x1_On {100} and {120}, imperfect; on {001}, in traces.",6.736968462391806e-05,hardness_regression,RF
"x1_Perfect on {001}, poor on {0kl}",6.661509558391365e-05,hardness_regression,RF
x1_{100} {010} {001},6.633384256747295e-05,hardness_regression,RF
x1_Perfect along (010),6.390238476048897e-05,hardness_regression,RF
"x1_Perfect micaceous on {001}; distinct on {100}, {010}",6.379908033736819e-05,hardness_regression,RF
x1_{001} very good,6.297181743009357e-05,hardness_regression,RF
x1_Indistinct on {111}.,6.22546985985454e-05,hardness_regression,RF
"x1_Perfect on {100} {010}.
Nearly perfect on {001}.",6.20334972684918e-05,hardness_regression,RF
x1_On {101},6.165692590621858e-05,hardness_regression,RF
x1_<mi>{10_10}</mi> and {0001} good,6.0051115045737725e-05,hardness_regression,RF
"x1_Perfect on {001}, imperfect on {110}",5.849070058689894e-05,hardness_regression,RF
"x1_One direction, pinacoidal.",5.8281377240551724e-05,hardness_regression,RF
x1_{010} imperfect.,5.766052030241869e-05,hardness_regression,RF
x1_Perfect on {0001}.,5.697347108978356e-05,hardness_regression,RF
x1_{010} perfect; {100} good,5.6518950601877396e-05,hardness_regression,RF
"x1_Distinct on {001} {001}
Imperfect on {110}",5.651829589049017e-05,hardness_regression,RF
x1_{001} poor.,5.626005405057971e-05,hardness_regression,RF
x1_On (100).,5.6216574429273826e-05,hardness_regression,RF
x1_{110} Good,5.5688213269307704e-05,hardness_regression,RF
"x1_At least one, on <mi>{01_1}</mi>",5.505087938195672e-05,hardness_regression,RF
"x1_Perfect on {001}
Good on {100}",5.480975001579234e-05,hardness_regression,RF
x1_Two good cleavages and a third poor cleavage,5.425604919280141e-05,hardness_regression,RF
"x1_{010, {-101} good",5.2390173589691495e-05,hardness_regression,RF
"x1_Perfect on {010}, distinct on {100} and {001}",5.193992060131372e-05,hardness_regression,RF
x1_Perfect on the {010},5.1409657495569845e-05,hardness_regression,RF
"x1_Basal - perfect
Prismatic - good",5.130820573762572e-05,hardness_regression,RF
"x1_Perfect basal on {0001}, fair on <mi>{01_14}</mi>",4.952471748046656e-05,hardness_regression,RF
x1_On {100],4.915119329449902e-05,hardness_regression,RF
x1_{010} poor.,4.860300905422919e-05,hardness_regression,RF
"x1_Perfect on {100}; two others across the flat {100}
face.",4.841622278115075e-05,hardness_regression,RF
"x1_{001}, good.",4.820613056255352e-05,hardness_regression,RF
x1_On {101}; on {110} fair.,4.8068355461085243e-05,hardness_regression,RF
x1_On {100}.,4.752477154091813e-05,hardness_regression,RF
x1_Rhombohedral.,4.737165653309168e-05,hardness_regression,RF
"x1_Good on <mi>{010}</mi> , poor on <mi>{0_12}</mi>",4.731664237762935e-05,hardness_regression,RF
x1_On {100},4.7161318679292554e-05,hardness_regression,RF
x1_lamellar,4.704100596368973e-05,hardness_regression,RF
"x1_Perfect on {010}, distinct on {110}",4.618463862512496e-05,hardness_regression,RF
"x1_On {0001}, perfect.",4.60738292538476e-05,hardness_regression,RF
x1_Parallel to (001). Often visible.,4.59302190474376e-05,hardness_regression,RF
x1_Perfect {110},4.422058380611541e-05,hardness_regression,RF
"x1_{100} good;
{010} imperfect",4.402243037104498e-05,hardness_regression,RF
"x1_Perfect on {110}, <mi>good on {_201}, imperfect on {001} and {_101}</mi>",4.386343009070579e-05,hardness_regression,RF
x1_Good on {001},4.355417218826537e-05,hardness_regression,RF
x1_Perfect on {001} and indistinct {010},4.310216478901704e-05,hardness_regression,RF
x1_{0001),4.291106498173956e-05,hardness_regression,RF
"x1_On {110}, interrupted.",4.2776468249648445e-05,hardness_regression,RF
x1_Two good prismatic cleavages noted.,4.2445435462513336e-05,hardness_regression,RF
x1_In zones [011] and <mi>[01_1]</mi>,4.243269225890218e-05,hardness_regression,RF
"x1_Perfect on {010}
excellent on {110} {001}
good on <mi>{_101}</mi>",4.2239572764102314e-05,hardness_regression,RF
"x1_On {010} probable, perfect.",4.223559138649642e-05,hardness_regression,RF
"x1_On {010}, perfect; one poor at right angles to the perfect cleavage.",4.1900877717780755e-05,hardness_regression,RF
"x1_Perfect on {010}, indistinct on {110}.",4.134024396998506e-05,hardness_regression,RF
x1_Three sets of octahedral (111) cleavages.,4.1322806726089165e-05,hardness_regression,RF
"x1_{100}, {010}, good; {001}, poor",4.12984595138956e-05,hardness_regression,RF
x1_On <mi>{1_10}</mi>.,4.1245868635042044e-05,hardness_regression,RF
"x1_none, malleable",4.122625320082044e-05,hardness_regression,RF
x1_Perfect parallel to (010) and distinct on (100) and (001),4.001896381561983e-05,hardness_regression,RF
x1_Two poor to distinct cleavages parallel to form <mi>{_232}</mi>.,3.971667552136302e-05,hardness_regression,RF
x1_Perfect on the {001},3.871053957922865e-05,hardness_regression,RF
x1_<mi>{10_10}</mi>,3.8415042936360776e-05,hardness_regression,RF
x1_{100} and {010} perfect.,3.832798404198266e-05,hardness_regression,RF
x1_{100} perfect,3.777217534586989e-05,hardness_regression,RF
x1_No cleavage reported.,3.7363042178424396e-05,hardness_regression,RF
"x1_On (001) perfect, on {110} good, on {010} poor.",3.711041480032015e-05,hardness_regression,RF
x1_in one direction,3.701280727595554e-05,hardness_regression,RF
"x1_Perfect cleavage is parallel to (001) and less perfect, to (100) and (010).",3.701111466534604e-05,hardness_regression,RF
x1_On (001),3.700113922792089e-05,hardness_regression,RF
"x1_{010} perfect, {100} and {001} imperfect",3.694131675413059e-05,hardness_regression,RF
"x1_Perfect on {110}, good on {101}, distinct on {010}.",3.6562133464549586e-05,hardness_regression,RF
x1_Parallel to {0001},3.6448453222622566e-05,hardness_regression,RF
x1_very perfect on (001) and perfect to distinct on (100),3.6375044530492835e-05,hardness_regression,RF
"x1_{010}, {100} indistinct",3.5923178392524095e-05,hardness_regression,RF
x1_(110),3.5319965262235524e-05,hardness_regression,RF
x1_on <mi>{10_11}</mi>,3.4977009485729226e-05,hardness_regression,RF
x1_Perfect on {010} and {100}.,3.479356472849695e-05,hardness_regression,RF
x1_<mi>{001}</mi>,3.46887427680456e-05,hardness_regression,RF
x1_In two directions at right angles.,3.4633663927536875e-05,hardness_regression,RF
"x1_Good on {100}
Distinct on {010}",3.462856522935856e-05,hardness_regression,RF
"x1_{001}, not obvious",3.4500601792661613e-05,hardness_regression,RF
"x1_(0001) perfect, <mi>(10_10)</mi> imperfect",3.4300212114129734e-05,hardness_regression,RF
x1_Perfect parallel to {001} and moderate parallel to {010},3.421369669718429e-05,hardness_regression,RF
"x1_Perfect {001}
Good {010} {100}",3.401167577037536e-05,hardness_regression,RF
x1_Perfect on {100} and distinct on {010},3.3765781456439176e-05,hardness_regression,RF
x1_prismatic,3.373048355656671e-05,hardness_regression,RF
"x1_Good on {001} and {100}, imperfect on {010}.",3.366436989770175e-05,hardness_regression,RF
x1_Distinct on {010}{101},3.345920281244506e-05,hardness_regression,RF
x1_Perfect on <mi>{10_11}</mi>,3.332334915262648e-05,hardness_regression,RF
x1_one direction,3.3201627687849827e-05,hardness_regression,RF
"x1_(010) micaceous, (100) and {110}, less perfect",3.249879844060362e-05,hardness_regression,RF
x1_{001} perfect; {111} imperfect.,3.242035765610508e-05,hardness_regression,RF
x1_Distinct on the {100},3.2125045909559135e-05,hardness_regression,RF
"x1_On {100}, good.",3.2109379398491994e-05,hardness_regression,RF
x1_Distinct on {101}. {110} in traces.,3.1872855186479834e-05,hardness_regression,RF
"x1_Perfect to imperfect on {001}
may be parting",3.184860829819526e-05,hardness_regression,RF
x1_Imperfect on {0kl}.,3.181081037313273e-05,hardness_regression,RF
x1_in one {h0l} direction,3.1792706372621795e-05,hardness_regression,RF
x1_Fair on {10_14}.,3.165258564973539e-05,hardness_regression,RF
"x1_On {010}, poor.",3.1430128049063746e-05,hardness_regression,RF
"x1_Perfect on {010}, fair on {001}.",3.122227095620029e-05,hardness_regression,RF
"x1_Perfect on {100}
Imperfect on {101} {102}",3.102743691915926e-05,hardness_regression,RF
x1_<mi>(001)</mi>,3.085569945809727e-05,hardness_regression,RF
"x1_{010}, perfect; {100}, good.",3.0713193288457026e-05,hardness_regression,RF
"x1_Perfect on {210},  imperfect on {010}, {100}",3.0601673816714556e-05,hardness_regression,RF
x1_Perfect {110} and excellent {001},3.018751507611216e-05,hardness_regression,RF
"x1_One, probable, parallel X-Z",3.0123035545479696e-05,hardness_regression,RF
"x1_Perfect on {100}, {010}, {001}",3.0060952098725e-05,hardness_regression,RF
"x1_{001}, {100}",2.984718545194442e-05,hardness_regression,RF
x1_Good,2.97436938275487e-05,hardness_regression,RF
x1_{010} perfect,2.950370201404288e-05,hardness_regression,RF
x1_Shows no cleavage,2.9391072196053037e-05,hardness_regression,RF
"x1_Good on {010}
Distinct on {100} {001}",2.916928896620723e-05,hardness_regression,RF
"x1_{001}, {010}, {100}, but degree of development unstated",2.9152765712660983e-05,hardness_regression,RF
x1_One perfect on {110} and two good on {101} and {010}.,2.9003539712787432e-05,hardness_regression,RF
x1_{010} and {100},2.899399899486424e-05,hardness_regression,RF
"x1_Perfect on {210}, imperfect on {100}, {001}",2.8723637093425957e-05,hardness_regression,RF
"x1_Parallel {001}(?) and {100}(?), good.",2.8599484926934208e-05,hardness_regression,RF
x1_Perfect parallel to {001}. Also a very poor cleavage parallel {1l0} that is usually not readily recognized.,2.7828901602015308e-05,hardness_regression,RF
"x1_On {100}, perfect; on {010}, distinct.",2.7783231403278458e-05,hardness_regression,RF
x1_<mi>{30_1}</mi>,2.7743331861936313e-05,hardness_regression,RF
x1_{100} perfect.,2.7551280237297727e-05,hardness_regression,RF
"x1_Perfect {001}. Also two directions of distinct cleavage, which are nearly perpendicular to each other and to {001}.",2.7454514690883143e-05,hardness_regression,RF
x1_One poorly developed cleavage on {010},2.7254644047063273e-05,hardness_regression,RF
x1_Two parallel to [010],2.7183450071983053e-05,hardness_regression,RF
x1_On <mi>{10_11}</mi>.,2.7116988044242295e-05,hardness_regression,RF
"x1_On {010}, good on {100}, and poor on {001}.",2.694640998414398e-05,hardness_regression,RF
"x1_{001}, micaceous; imperfect on {010}",2.6916851618820203e-05,hardness_regression,RF
"x1_In the plane of the plate; along the striae and inclined about 76° to the plate - less perfect.
perfect {001}; also {100}, perfect, <mi>{_111}</mi>, prominent, {111} and {212}, poor.",2.660509652136861e-05,hardness_regression,RF
x1_{011} and {001} distinct,2.6526638212570662e-05,hardness_regression,RF
"x1_Perfect on the {010}, also on {100} but more difficult to realize.",2.6318629530144266e-05,hardness_regression,RF
"x1_Perfect on {001}, less perfect on {010}, poor on {100}",2.6286683597620132e-05,hardness_regression,RF
"x1_{110}, {011}, {111}, good",2.610085557653704e-05,hardness_regression,RF
"x1_On {010}, perfect; on {100}, good; on {001}, poor.",2.592830118440841e-05,hardness_regression,RF
x1_{001} and {100},2.5824402610352716e-05,hardness_regression,RF
x1_Two very good cleavages. One on {111} and one along the length of the blades and at an angle to the {111} face - possibly on {010}.,2.566352862852506e-05,hardness_regression,RF
x1_on {100} and {001},2.532771336774875e-05,hardness_regression,RF
x1_On pseudo-<mi>{10*1}</mi>.,2.531091200110096e-05,hardness_regression,RF
"x1_Perfect on {010}
imperfect on {100}",2.5260056554524124e-05,hardness_regression,RF
x1_On {001} perfect; {100} imperfect.,2.47410585590655e-05,hardness_regression,RF
"x1_nearly perfect on {001}, less perfect on {010} and {110}",2.466716426233304e-05,hardness_regression,RF
"x1_Perfect on {010}, two other directions distinct",2.464550374659815e-05,hardness_regression,RF
x1_Perfect in one direction.,2.4278641339234893e-05,hardness_regression,RF
"x1_On {101} and {110}, in traces.",2.4081212759038278e-05,hardness_regression,RF
x1_[010] cleavage,2.3804667937137303e-05,hardness_regression,RF
"x1_Perfect on {010}, good on {100}, and fair on {001}.",2.3796919159739285e-05,hardness_regression,RF
x1_[001] good,2.364317179955615e-05,hardness_regression,RF
x1_<mi>Good {10_10}</mi>,2.3568875307211805e-05,hardness_regression,RF
x1_Perfect on {010} and good on {110},2.3353418063950152e-05,hardness_regression,RF
x1_{010} perfect; {001) good.,2.3226997005016534e-05,hardness_regression,RF
x1_(010) good.,2.2929448222355736e-05,hardness_regression,RF
"x1_{100}, also {001} good",2.2924151992580403e-05,hardness_regression,RF
"x1_<mi>{10_10}</mi> perfect, but difficult.",2.2917923486066187e-05,hardness_regression,RF
x1_Good {010},2.2816909397237998e-05,hardness_regression,RF
x1_Good on {001} and {100}; poor on {010},2.2812637289294407e-05,hardness_regression,RF
x1_Good on {210},2.2574845636974854e-05,hardness_regression,RF
"x1_Distinct on a plane approximately perpendicular to the fibers, and another less distinct parallel to the fiber lenght (=[001] - ?).",2.2339323428185097e-05,hardness_regression,RF
x1_{001} perfect; {010} fair; {100} poor,2.2304281690673945e-05,hardness_regression,RF
"x1_{100}, fair; on {001}, {021}, poor",2.2224953185920513e-05,hardness_regression,RF
