id,name,formula,crystal_system,hardness_min,hardness_max,density_min,density_max,cleavage,transparency,clean_formula,industry_application,mend_atomic_mass,mend_electronegativity,mend_covalent_radius,mend_ionization_energy,mend_melting_point,mend_dipole_polarizability,rdkit_exact_mw,rdkit_valence_electrons,rdkit_heavy_atoms,avg_hardness,avg_density,element_O_count,element_H_count,element_Si_count,element_Ca_count,element_Al_count,element_Na_count,element_S_count,element_Fe_count,element_P_count,element_Mg_count,element_Mn_count,element_As_count,element_Cu_count,element_C_count,element_K_count,total_unique_elements,total_atom_count,formula_weighted_mass,formula_weighted_en,parsed_elements,element_list,cluster_kmeans,cluster_hierarchical,pca_1,pca_2,tsne_1,tsne_2
604,Beidellite,"(Na,Ca<sub>0.5</sub>)<sub>0.3</sub>Al<sub>2</sub>((Si,Al)<sub>4</sub>O<sub>10</sub>)(OH)<sub>2</sub>&middot;nH<sub>2</sub>O",Monoclinic,1.0,2.0,2.0,3.0,{001},Translucent,Na0.3Al2(Si4O10)(OH)2nH2O,Other,,,,,,,,,,1.5,2.5,12.0,3.0,4.0,0.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21.3,17.28830985915493,2.7689671361502346,"{'Na': 0.3, 'Al': 2.0, 'Si': 4.0, 'O': 12.0, 'H': 3.0}","Al,H,Na,O,Si",2,0,0.7713099766892557,-0.5241860270636415,-3.9548388,15.544785
608,Belendorffite,Cu<sub>7</sub>Hg<sub>6</sub>,Trigonal,2.5,4.0,13.2,13.2,Unknown,Opaque,Cu7Hg6,Electronics,126.79800000000002,1.8999999999999997,121.6923076923077,8.977668000000001,839.2550769230768,40.689230769230775,1652.3310405000002,89.0,13.0,3.25,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1,7.0,63.55,1.9,{'Cu': 7.0},Cu,0,1,-7.420766370319672,2.0886212752186446,-78.28793,21.718336
609,Belkovite,"Ba<sub>3</sub>(Nb,Ti)<sub>6</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>O<sub>12</sub>",Hexagonal,6.0,7.0,4.16,4.16,Unknown,Transparent,Ba3Nb6(Si2O7)2O12,Other,38.40341589743589,2.802820512820513,91.5897435897436,11.355493430769233,709.3156410256412,43.35897435897436,1498.9294964399976,208.0,39.0,6.5,4.16,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30.0,44.321000000000005,2.7143333333333337,"{'Ba': 3.0, 'Nb': 6.0, 'Si': 2.0, 'O': 19.0}","Ba,Nb,O,Si",2,0,-1.3216583866972844,0.09124544959176713,-27.274279,-3.480021
610,Bellbergite,"(K,Ba,Sr)<sub>2</sub>Sr<sub>2</sub>Ca<sub>2</sub>(Ca,Na)<sub>4</sub>[Al<sub>3</sub>Si<sub>3</sub>O<sub>12</sub>]<sub>6</sub>&middot;30H<sub>2</sub>O",Hexagonal,5.0,5.0,2.2,2.2,Unknown,Transparent,K2Sr2Ca2Ca4[Al3Si3O12]630H2O,Construction,19.866125021139787,2.8765683079362283,82.40773363868581,11.4304447572782,473.30977803223817,19.53315548489386,225304.57842776497,58616.0,11351.0,5.0,2.2,13.0,2.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7,31.0,28.03696774193548,2.2319354838709677,"{'K': 2.0, 'Sr': 2.0, 'Ca': 6.0, 'Al': 3.0, 'Si': 3.0, 'O': 13.0, 'H': 2.0}","Al,Ca,H,K,O,Si,Sr",1,2,4.670902558601248,12.745232988204151,64.18503,27.21127
612,Bellingerite,Cu<sub>3</sub>(IO<sub>3</sub>)<sub>6</sub>&middot;2H<sub>2</sub>O,Triclinic,4.0,4.0,4.88,4.9,Unknown,Unknown,Cu3(IO3)62H2O,Electronics,43.51395330708662,3.2216535433070863,80.42125984251969,12.77531073306852,150.59570866141732,12.517378818897638,11049.930802503932,1591.0,252.0,4.0,4.890000000000001,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3,9.0,28.518444444444444,2.651111111111111,"{'Cu': 3.0, 'O': 4.0, 'H': 2.0}","Cu,H,O",2,0,0.9135260944979245,0.10204523940481224,12.232118,28.774952
613,Bellite,"Pb<sub>5</sub>(AsO<sub>4</sub>,CrO<sub>4</sub>,SiO<sub>4</sub>)<sub>3</sub>Cl",Unknown,2.5,2.5,5.5,5.5,Unknown,"Transparent,Translucent",Pb5AsO43Cl,Chemical,36.6865719,3.2451999999999996,72.98,12.90831895,132.0468,10.15,1837.5550383399968,290.0,50.0,2.5,5.5,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,50.0,36.6874,3.2982,"{'Pb': 5.0, 'As': 1.0, 'O': 43.0, 'Cl': 1.0}","As,Cl,O,Pb",2,0,1.5792502714314245,-0.295126594504035,58.454998,-6.806013
618,Belovite-(Ce),NaCeSr<sub>3</sub>(PO<sub>4</sub>)<sub>3</sub>F,Trigonal,5.0,5.0,4.19,4.19,Along prismatic and pinacoidal planes.,"Transparent,Translucent",NaCeSr3(PO4)3F,Chemical,34.75587897319048,2.701428571428571,96.47619047619048,11.43151511,294.40799999999996,52.45904761904761,730.4707078300004,105.0,21.0,5.0,4.19,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,11.0,49.08545454545455,2.2572727272727273,"{'Na': 1.0, 'Ce': 1.0, 'Sr': 3.0, 'P': 1.0, 'O': 4.0, 'F': 1.0}","Ce,F,Na,O,P,Sr",2,0,-1.3096768894220896,-0.09186447540355278,-26.306725,-52.50515
619,Belyankinite,"Ca<sub>1-2</sub>(Ti,Zr,Nb)<sub>5</sub>O<sub>12</sub>&middot;9H<sub>2</sub>O (?)",Amorphous,2.0,3.0,2.32,2.4,"in one direction, parallel to the plates",Opaque,Ca2Ti5O129H2O(?),Other,,,,,,,,,,2.5,2.36,130.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,139.0,17.2771654676259,3.318705035971223,"{'Ca': 2.0, 'Ti': 5.0, 'O': 130.0, 'H': 2.0}","Ca,H,O,Ti",2,0,0.8448341711146643,-0.3831582355061108,-6.1121035,22.175417
621,Bementite,Mn<sub>7</sub>Si<sub>6</sub>O<sub>15</sub>(OH)<sub>8</sub>,Monoclinic,6.0,6.0,2.9,3.1,"{001} perfect, {100} and {010} very good.",Translucent,Mn7Si6O15(OH)8,Other,21.116302454545455,2.703863636363636,73.5,11.885251995400363,502.7079545454546,19.494474545454544,928.373511396001,219.0,36.0,6.0,3.0,16.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4,30.0,27.004266666666663,2.6496666666666666,"{'Mn': 7.0, 'Si': 6.0, 'O': 16.0, 'H': 1.0}","H,Mn,O,Si",2,0,0.3140854800919357,-0.5035603187273253,-8.291636,3.241048
622,Benauite,SrFe<sup>3+</sup><sub>3</sub>(PO<sub>4</sub>)(PO<sub>3</sub>OH)(OH)<sub>6</sub>,Trigonal,3.5,3.5,3.65,3.65,on {0001},"Transparent,Translucent",SrFe3(PO4)(PO3OH)(OH)6,Construction,20.301649036888893,2.754814814814815,68.92592592592592,12.45249836844126,293.70279999999997,19.961102592592592,548.6415277639999,127.0,20.0,3.5,3.65,9.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5,17.0,27.242705882352944,2.716470588235294,"{'Sr': 1.0, 'Fe': 3.0, 'P': 2.0, 'O': 9.0, 'H': 2.0}","Fe,H,O,P,Sr",2,0,0.9953325900376463,-0.6409407659779358,12.802744,-4.6972346
624,Benitoite,BaTi(Si<sub>3</sub>O<sub>9</sub>),Hexagonal,6.0,6.5,3.65,3.65,Poor on <mi>{10_11}</mi>,"Transparent,Translucent",BaTi(Si3O9),Construction,29.531428571428567,2.7921428571428573,89.07142857142857,11.361237114285714,606.7135714285715,37.042857142857144,413.7382046699998,72.0,14.0,6.25,3.65,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14.0,29.53357142857143,2.7921428571428573,"{'Ba': 1.0, 'Ti': 1.0, 'Si': 3.0, 'O': 9.0}","Ba,O,Si,Ti",2,0,-0.6077988763292275,-0.22982105742170872,-15.163521,-27.080555
625,Benjaminite,Ag<sub>3</sub>Bi<sub>7</sub>S<sub>12</sub>,Monoclinic,3.5,3.5,6.34,6.34,Fair in one direction.,Opaque,Ag3Bi7S12,Electronics,98.69033636363636,2.275,121.6818181818182,9.002156090909091,751.6653999999999,33.35454545454545,2167.2429339,140.0,22.0,3.5,6.34,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,22.0,98.69590909090908,2.313181818181818,"{'Ag': 3.0, 'Bi': 7.0, 'S': 12.0}","Ag,Bi,S",0,1,-5.198036616505958,1.5173339399190742,-60.880688,26.513842
626,Benstonite,Ba<sub>6</sub>Ca<sub>6</sub>Mg(CO<sub>3</sub>)<sub>13</sub>,Trigonal,3.0,4.0,3.956,3.956,Good on (31_42),Translucent,Ba6Ca6Mg(CO3)13,Construction,28.75136923076923,2.7686153846153845,88.81538461538462,11.585893006461538,302.5959615384615,46.48615384615385,1870.9937409599968,312.0,65.0,3.5,3.956,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5,17.0,67.57529411764706,1.5011764705882351,"{'Ba': 6.0, 'Ca': 6.0, 'Mg': 1.0, 'C': 1.0, 'O': 3.0}","Ba,C,Ca,Mg,O",2,0,-1.5109778841581438,0.00013428862756673793,3.0907617,-45.009518
627,Bentorite,Ca<sub>6</sub>Cr<sub>2</sub>(SO<sub>4</sub>)<sub>3</sub>(OH)<sub>12</sub>&middot;26H<sub>2</sub>O,Trigonal,2.0,2.0,2.025,2.025,<mi>{10_10}</mi> perfect; {0001} good,Transparent,Ca6Cr2(SO4)3(OH)1226H2O,Chemical,8.676846327683618,2.8171186440677967,47.99515738498789,13.580685962975808,38.61937777777774,5.3633700887812745,21494.881127356457,8704.0,1250.0,2.0,2.025,6.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,18.0,26.42077777777778,2.1744444444444446,"{'Ca': 6.0, 'Cr': 2.0, 'S': 1.0, 'O': 6.0, 'H': 3.0}","Ca,Cr,H,O,S",2,0,2.9014472285448862,0.42804636149941866,55.498528,34.60628
628,Beraunite,Fe<sup>3+</sup><sub>6</sub>(PO<sub>4</sub>)<sub>4</sub>O(OH)<sub>4</sub>&middot;6H<sub>2</sub>O,Monoclinic,3.0,4.0,2.8,3.08,Good on {100},Translucent,Fe6(PO4)4O(OH)46H2O,Construction,12.551516786819672,2.831967213114754,54.98360655737705,13.226573224472917,127.26661016949151,8.42246950819672,1531.554808736,500.0,74.0,3.5,2.94,7.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,17.0,28.299647058823528,2.5794117647058825,"{'Fe': 6.0, 'P': 1.0, 'O': 7.0, 'H': 3.0}","Fe,H,O,P",2,0,1.9889952204046257,-0.861393138537769,29.002373,-1.9268354
629,Berborite,"Be<sub>2</sub>(BO<sub>3</sub>)(OH,F)&middot;H<sub>2</sub>O",Trigonal,3.0,3.0,2.2,2.2,{0001},"Transparent,Translucent",Be2(BO3)OHH2O,Other,10.168487836363637,2.6345454545454547,63.63636363636363,12.348090527191454,525.838181818182,12.363757272727272,112.031717996,40.0,8.0,3.0,2.2,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11.0,10.168909090909091,2.6345454545454547,"{'Be': 2.0, 'B': 1.0, 'O': 5.0, 'H': 3.0}","B,Be,H,O",2,0,1.2171011218420467,-0.8211136632913083,2.1657648,17.53185
632,Bergslagite,CaBeAsO<sub>4</sub>(OH),Monoclinic,5.0,5.0,3.4,3.4,Unknown,Translucent,CaBeAsO4(OH),Other,22.77941978888889,2.683333333333333,82.33333333333333,11.879234896633555,450.1377777777777,28.838567777777783,204.878767812,40.0,8.0,5.0,3.4,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,9.0,22.78,2.683333333333333,"{'Ca': 1.0, 'Be': 1.0, 'As': 1.0, 'O': 5.0, 'H': 1.0}","As,Be,Ca,H,O",2,0,0.12121159850172411,-0.49759627943124823,-7.245118,3.6774828
633,Berlinite,AlPO<sub>4</sub>,Trigonal,6.5,6.5,2.64,2.66,Unknown,"Transparent,Translucent",AlPO4,Construction,20.325216749666662,2.9266666666666663,81.5,11.8241125,230.1826,17.333333333333332,121.93495874,32.0,6.0,6.5,2.6500000000000004,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,20.325,2.9266666666666663,"{'Al': 1.0, 'P': 1.0, 'O': 4.0}","Al,O,P",2,0,0.8735887538445462,-0.6372067182868145,-0.4776692,-15.894954
634,Bermanite,Mn<sup>2+</sup>Mn<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>&middot;4H<sub>2</sub>O,Monoclinic,3.5,3.5,2.84,2.85,"On {001}, perfect; on {110}, imperfect.","Transparent,Translucent",MnMn2(PO4)2(OH)24H2O,Chemical,12.2021352499375,2.80859375,54.53125,13.222353134253938,108.30758064516128,8.532575937499999,780.7972918520009,255.0,38.0,3.5,2.845,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4,13.0,22.677999999999997,2.621538461538462,"{'Mn': 3.0, 'P': 1.0, 'O': 6.0, 'H': 3.0}","H,Mn,O,P",2,0,2.048398926057998,-0.941917151924653,34.002903,15.224521
635,Bernalite,Fe(OH)<sub>3</sub>&middot;nH<sub>2</sub>O (n = 0.0 to 0.25),Orthorhombic,4.0,4.0,3.32,3.32,Unknown,"Transparent,Opaque",Fe(OH)3nH2O(n=0.0to0.25),Other,,,,,,,,,,4.0,3.32,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.0,15.145666666666664,2.5516666666666667,"{'Fe': 1.0, 'O': 2.0, 'H': 3.0}","Fe,H,O",2,0,0.13550006491073843,-0.4212526215448705,-16.260796,13.86352
636,Bernardite,TlAs<sub>5</sub>S<sub>8</sub>,Monoclinic,2.0,2.0,4.5,4.5,Unknown,Translucent,TlAs5S8,Chemical,59.67628392857143,2.3814285714285717,112.35714285714286,9.852222664285716,1004.65,25.37142857142857,835.3589780000003,76.0,14.0,2.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2,13.0,48.550769230769234,2.426153846153846,"{'As': 5.0, 'S': 8.0}","As,S",0,1,-3.1976602176236453,0.7305684062363169,-51.047886,26.334963
637,Berndtite,SnS<sub>2</sub>,Trigonal,1.0,2.0,4.5,4.5,On {0001},"Transparent,Translucent",SnS2,Electronics,60.94333333333333,2.3733333333333335,115.33333333333331,9.354646,,30.6,183.8463367,16.0,3.0,1.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,60.95,2.3733333333333335,"{'Sn': 1.0, 'S': 2.0}","S,Sn",0,1,-3.1895295610266925,0.7117117892379032,-56.171455,23.061934
638,Berryite,Cu<sub>3</sub>Ag<sub>2</sub>Pb<sub>3</sub>Bi<sub>7</sub>S<sub>16</sub>,Monoclinic,3.5,3.5,6.7,6.7,Unknown,Opaque,Cu3Ag2Pb3Bi7S16,Electronics,96.89668387096772,2.243225806451613,120.29032258064515,8.946465151612903,810.458,33.4483870967742,3000.9448697000025,198.0,31.0,3.5,6.7,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5,31.0,96.90225806451612,2.3216129032258066,"{'Cu': 3.0, 'Ag': 2.0, 'Pb': 3.0, 'Bi': 7.0, 'S': 16.0}","Ag,Bi,Cu,Pb,S",0,1,-5.031763526431176,1.4679365124882209,-62.06098,26.518667
640,Berthierite,FeSb<sub>2</sub>S<sub>4</sub>,Orthorhombic,2.0,3.0,4.64,4.64,Indistinct prismatic.,Opaque,FeSb2S4,Chemical,61.08642857142858,2.3214285714285716,115.42857142857144,9.508469442857145,1206.2353333333333,32.22857142857143,425.6308529,42.0,7.0,2.5,4.64,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7.0,61.09285714285715,2.3214285714285716,"{'Fe': 1.0, 'Sb': 2.0, 'S': 4.0}","Fe,S,Sb",0,1,-4.035969759230841,0.9452063604263359,-53.62025,25.727516
641,Bertossaite,Li<sub>2</sub>CaAl<sub>4</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>4</sub>,Orthorhombic,6.0,6.0,3.1,3.1,(100),Translucent,Li2CaAl4(PO4)4(OH)4,Energy,17.4226057712,2.736,79.22857142857143,11.701178396023089,222.56458064516127,26.978669714285715,609.7453936479999,160.0,31.0,6.0,3.1,5.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,14.0,19.56142857142857,2.2135714285714285,"{'Li': 2.0, 'Ca': 1.0, 'Al': 4.0, 'P': 1.0, 'O': 5.0, 'H': 1.0}","Al,Ca,H,Li,O,P",2,0,0.3771874718879236,-0.6830029803928257,-6.754902,-21.194836
642,Bertrandite,Be<sub>4</sub>(Si<sub>2</sub>O<sub>7</sub>)(OH)<sub>2</sub>,Orthorhombic,6.0,7.0,2.59,2.6,"Perfect on {001}
Distinct on {100}, {010} and {110}",Transparent,Be4(Si2O7)(OH)2,Other,14.013278376470588,2.672941176470588,74.76470588235294,11.961971776435533,596.0070588235294,16.60436588235294,237.972463504,72.0,15.0,6.5,2.595,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15.0,14.749066666666666,2.6533333333333333,"{'Be': 4.0, 'Si': 2.0, 'O': 8.0, 'H': 1.0}","Be,H,O,Si",2,0,0.5042077667409499,-0.6513452616733985,-14.299918,4.194554
643,Beryllite,Be<sub>3</sub>(SiO<sub>4</sub>)(OH)<sub>2</sub>&middot;H<sub>2</sub>O,Orthorhombic,1.0,1.0,2.196,2.196,Unknown,Transparent,Be3(SiO4)(OH)2H2O,Other,11.409769953333337,2.6326666666666663,66.06666666666666,12.389326693253867,453.6053333333333,13.709895999999995,171.009175598,56.0,11.0,1.0,2.196,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13.0,11.857692307692307,2.603846153846154,"{'Be': 3.0, 'Si': 1.0, 'O': 6.0, 'H': 3.0}","Be,H,O,Si",2,0,1.2519231682665015,-0.7444696564199141,18.040596,15.886508
644,Beryllonite,NaBePO<sub>4</sub>,Monoclinic,5.5,6.0,2.77,2.85,"On {010} perfect; on {100} good but interrupted; on {101} poor; on {001}, in traces.","Transparent,Translucent",NaBePO4,Chemical,18.138816339714285,2.6357142857142857,88.57142857142857,11.345811708571429,358.089,35.23428571428571,126.95537159,32.0,7.0,5.75,2.81,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7.0,18.13885714285714,2.6357142857142857,"{'Na': 1.0, 'Be': 1.0, 'P': 1.0, 'O': 4.0}","Be,Na,O,P",2,0,-0.20319124688130097,-0.49829403941102707,-19.656712,-30.008858
645,Berzelianite,Cu<sub>2-x</sub>Se (x &#8776; 0.12),Cubic,2.0,2.0,6.71,6.71,Unknown,Opaque,CuxSe(x&#8776;0.12),Other,,,,,,,,,,2.0,6.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2.0,71.255,2.2249999999999996,"{'Cu': 1.0, 'Se': 1.0}","Cu,Se",2,0,-1.4556064888903828,0.2931691415377096,-25.305784,23.963146
646,Berzeliite,(NaCa<sub>2</sub>)Mg<sub>2</sub>(AsO<sub>4</sub>)<sub>3</sub>,Cubic,4.5,5.0,4.08,4.27,Unknown,Translucent,(NaCa2)Mg2(AsO4)3,Other,28.425427714,2.6685000000000003,94.7,11.272008495,418.5157,39.015,567.58879958,96.0,20.0,4.75,4.175,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5,10.0,29.069,2.149,"{'Na': 1.0, 'Ca': 2.0, 'Mg': 2.0, 'As': 1.0, 'O': 4.0}","As,Ca,Mg,Na,O",2,0,-1.1113942159082544,-0.17417379952206383,-11.838621,-5.2735553
647,Paralomonosovite,Na<sub>6</sub>&#9723;<sub>4</sub>Ti<sub>4</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>[PO<sub>3</sub>OH][PO<sub>2</sub>(OH)<sub>2</sub>]O<sub>2</sub>(OF),Triclinic,4.0,4.0,2.98,2.98,Unknown,Unknown,Na64Ti4(Si2O7)2[PO3OH][PO2(OH)2]O2(OF),Construction,21.932991855135928,1.691650485436893,125.09708737864078,7.849155303292291,393.22837623762376,107.86176048543688,2258.886992315999,266.0,100.0,4.0,2.98,17.0,2.0,2.0,0.0,0.0,64.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7,92.0,22.54321739130435,1.5295652173913044,"{'Na': 64.0, 'Ti': 4.0, 'Si': 2.0, 'O': 17.0, 'P': 2.0, 'H': 2.0, 'F': 1.0}","F,H,Na,O,P,Si,Ti",0,0,-4.747862918099022,0.33814331148211046,-25.396809,-60.109398
649,Betafite (of Hogarth 1977),"(Ca,Na,U)<sub>2</sub>(Ti, Nb,Ta)<sub>2</sub>O<sub>6</sub>Z(OH)",Cubic,3.0,5.5,3.7,4.9,Unknown,Unknown,Ca2Ti2O6Z(OH),Construction,24.074249999999996,2.613333333333333,90.58333333333331,11.233947544975166,542.5925,44.76725916666667,,,,4.25,4.300000000000001,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12.0,24.075666666666667,2.6133333333333333,"{'Ca': 2.0, 'Ti': 2.0, 'O': 7.0, 'H': 1.0}","Ca,H,O,Ti",2,0,-1.0157141287028086,-0.14803261909455456,-27.751877,-18.746641
650,Betekhtinite,"Pb<sub>2</sub>(Cu,Fe)<sub>22-24</sub>S<sub>15</sub>",Orthorhombic,3.0,3.5,5.96,6.05,In three directions,Opaque,Pb2Cu24S15,Electronics,59.03424390243902,2.1439024390243904,110.26829268292684,8.674795848780487,1299.527076923077,36.609756097560975,2405.8447092000015,362.0,41.0,3.25,6.005,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3,41.0,59.040243902439016,2.1697560975609753,"{'Pb': 2.0, 'Cu': 24.0, 'S': 15.0}","Cu,Pb,S",0,1,-4.844550648905137,1.171356559679646,-64.95873,14.424272
651,Betpakdalite-CaCa,[Ca<sub>2</sub>(H<sub>2</sub>O)<sub>17</sub>Ca(H<sub>2</sub>O)<sub>6</sub>][Mo<sup>6+</sup><sub>8</sub>As<sup>5+</sup><sub>2</sub>Fe<sup>3+</sup><sub>3</sub>O<sub>36</sub>(OH)],Monoclinic,3.0,3.0,2.98,3.05,{001},Transparent,[Ca2(H2O)17Ca(H2O)6][Mo8As2Fe3O36(OH)],Electronics,17.98803406504065,2.7636585365853663,60.90243902439025,12.801407617040605,309.26447154471543,15.88808268292683,2227.8416977440006,495.0,76.0,3.0,3.0149999999999997,39.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6,60.0,30.569833333333335,2.9215,"{'Ca': 3.0, 'H': 5.0, 'O': 39.0, 'Mo': 8.0, 'As': 2.0, 'Fe': 3.0}","As,Ca,Fe,H,Mo,O",2,0,1.68219941130069,-0.6688132725261449,13.302168,36.098145
652,Beudantite,PbFe<sup>3+</sup><sub>3</sub>(AsO<sub>4</sub>)(SO<sub>4</sub>)(OH)<sub>6</sub>,Trigonal,3.5,4.5,4.48,4.48,Good on {0001},"Transparent,Translucent",PbFe3(AsO4)(SO4)(OH)6,Chemical,27.375022884615383,2.8234615384615385,68.84615384615384,12.442923915315845,318.76768000000004,14.755486923076925,712.6508869720004,129.0,20.0,4.0,4.48,9.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,16.0,39.17175,2.85875,"{'Pb': 1.0, 'Fe': 3.0, 'As': 1.0, 'O': 9.0, 'S': 1.0, 'H': 1.0}","As,Fe,H,O,Pb,S",2,0,0.9244933207278748,-0.5045540507663264,10.743401,7.2447033
653,Beusite,Mn<sup>2+</sup>Mn<sup>2+</sup><sub>2</sub> (PO<sub>4</sub>)<sub>2</sub>,Monoclinic,5.0,5.0,3.6,3.7,"{010} good, {100} poor.",Translucent,MnMn2(PO4)2,Chemical,27.28874276892308,2.8115384615384613,83.3076923076923,11.709225076923076,453.8481818181819,22.799999999999997,354.72097551999985,79.0,13.0,5.0,3.65,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3,8.0,32.473749999999995,2.575,"{'Mn': 3.0, 'P': 1.0, 'O': 4.0}","Mn,O,P",2,0,-0.20565707376988235,-0.2934878327073502,7.3263583,-24.297573
654,Beyerite,Ca(BiO)<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>,Orthorhombic,2.0,3.0,6.56,6.56,Unknown,Unknown,Ca(BiO)2(CO3)2,Construction,46.92713846153846,2.878461538461538,86.6923076923077,11.703784882307692,239.9212727272727,24.753846153846155,609.88270534,68.0,13.0,2.5,6.56,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,7.0,46.43857142857143,2.761428571428571,"{'Ca': 1.0, 'Bi': 1.0, 'O': 4.0, 'C': 1.0}","Bi,C,Ca,O",2,0,-0.5931493755680154,0.09179374786248622,-14.642073,36.418556
660,Bianchite,Zn(SO<sub>4</sub>)&middot;6H<sub>2</sub>O,Monoclinic,2.5,2.5,2.03,2.07,Unknown,Transparent,Zn(SO4)6H2O,Chemical,19.40385294117647,3.16264705882353,69.8529411764706,12.91772062351188,74.27346428571427,8.723065294117648,657.6500837639999,190.0,32.0,2.5,2.05,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9.0,19.94066666666667,2.8699999999999997,"{'Zn': 1.0, 'S': 1.0, 'O': 5.0, 'H': 2.0}","H,O,S,Zn",2,0,2.3660827370326287,-0.8397216269335034,41.694508,22.55508
